,Ticker,Position,Date,Company Name,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded,Adj Close,Close,Dividends,High,Low,Open,Stock Splits,Volume,Daily return,1-week (5-day) moving average daily return,Rolling cumulative sum of volume,Daily P&L,Cumulative Daily P&L,Cumulative Daily Portfolio P&L
11,AMZN,-12000.0,2021-07-19,Amazon,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724.0,1994,,177.47950744628906,0.0,177.510498046875,174.95799255371094,176.62899780273438,0.0,75692000.0,-0.358643115153678,0.22738474137805884,696241975592.0,4303.717381844136,204462.9305001311,10998265.577042952
12,CCL,13000.0,2021-07-19,Carnival,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1998-12-22,815097.0,1972,,19.719999313354492,0.0,20.299999237060547,19.190000534057617,19.719999313354492,0.0,85011700.0,-0.9001235443521229,-0.0460143647865003,696596698283.0,-11701.606076577598,-325554.5514125859,10986563.970966375
13,TSLA,11000.0,2021-07-19,Tesla,reports,Consumer Discretionary,Automobile Manufacturers,"Palo Alto, California",2020-12-21,1318605.0,2003,,646.219970703125,0.0,647.2000122070312,621.2899780273438,629.8900146484375,0.0,21297100.0,2.6234253857004535,1.0378847131532019,698443598288.0,28857.679242704988,2025662.9105024827,11015421.650209079
0,A,1000.0,2021-07-20,Agilent Technologies,reports,Health Care,Health Care Equipment,"Santa Clara, California",2000-06-05,1090872.0,1999,,148.68475341796875,0.0,150.6267146335668,147.2208099179235,147.83825010034207,0.0,2246000.0,-0.24404060217608411,0.9741469716092637,698757506702.0,-244.04060217608412,-78404.75029463119,11015177.609606903
1,AAL,2000.0,2021-07-20,American Airlines Group,reports,Industrials,Airlines,"Fort Worth, Texas",2015-03-23,6201.0,1934,,20.559999465942383,0.0,20.59000015258789,18.860000610351562,19.049999237060547,0.0,46295400.0,-0.8617208624737331,0.7417143735332234,698803802102.0,-1723.4417249474664,-446376.1000474928,11013454.167881956
2,AAP,3000.0,2021-07-20,Advance Auto Parts,reports,Consumer Discretionary,Automotive Retail,"Raleigh, North Carolina",2015-07-09,1158449.0,1932,,206.8297882080078,0.0,208.12844606297452,202.7567481359716,203.35688274858552,0.0,477400.0,9.059814862866176,2.054542855302461,698804279502.0,27179.44458859853,6326384.229108129,11040633.612470554
3,AAPL,-4000.0,2021-07-20,Apple,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,320193.0,1977,,145.3197479248047,0.0,146.2643633214297,142.1478823577789,142.6450419677469,0.0,96350000.0,-0.29739449436240173,2.1767049732442985,698900629502.0,1189.5779774496068,222684.44267470282,11041823.190448003
4,ABBV,5000.0,2021-07-20,AbbVie,reports,Health Care,Pharmaceuticals,"North Chicago, Illinois",2012-12-31,1551152.0,2013 (1888),,112.5259780883789,0.0,114.15496277219978,111.95389043866832,112.04116130626218,0.0,5581400.0,-0.22566630003648802,1.4861985207636637,698906210902.0,-1128.33150018244,-198468.37215142747,11040694.858947821
5,ABC,-6000.0,2021-07-20,AmerisourceBergen,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",2001-08-30,1140859.0,1985,,114.91270446777344,0.0,118.17789165061562,114.7746006924849,116.89549085026063,0.0,2124400.0,0.02121044775562826,1.539248730750006,698908335302.0,-127.26268653376957,-55169.30393280704,11040567.596261287
6,ABMD,7000.0,2021-07-20,Abiomed,reports,Health Care,Health Care Equipment,"Danvers, Massachusetts",2018-05-31,815094.0,1981,,323.5899963378906,0.0,324.80999755859375,315.4700012207031,315.4700012207031,0.0,214900.0,1.8159636294056543,2.0747856291258833,698908550202.0,12711.74540583958,1995119.6830283208,11053279.341667127
7,ABT,-8000.0,2021-07-20,Abbott,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,,117.3897476196289,0.0,118.64540820408247,116.76685439886346,117.20188997612543,0.0,4678400.0,-0.6372268953053442,0.1353772774915793,698913228602.0,5097.815162442753,669701.142920203,11058377.15682957
8,ACN,9000.0,2021-07-20,Accenture,reports,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",2011-07-06,1467373.0,1989,,309.4103698730469,0.0,311.50247009613366,306.3664292554381,307.36786326685365,0.0,1448700.0,1.6357529183520447,0.5220067600344687,698914677302.0,14721.776265168402,1412787.9149690825,11073098.933094738
9,ADBE,-10000.0,2021-07-20,Adobe,reports,Information Technology,Application Software,"San Jose, California",1997-05-05,796343.0,1982,,608.719970703125,0.0,612.75,598.47998046875,605.3900146484375,0.0,1675700.0,0.967354781783451,0.7606109763984564,698916353002.0,-9673.547817834511,-771514.1682713042,11063425.385276904
10,ADI,-14000.0,2021-07-20,Analog Devices,reports,Information Technology,Semiconductors,"Wilmington, Massachusetts",1999-10-12,6281.0,1965,,158.1103057861328,0.0,158.99464055053693,155.1723238579296,156.5676152605645,0.0,2831100.0,-0.7402577319690998,0.6083173404535109,698919184102.0,10363.608247567397,92472.98593168819,11073788.993524471
11,AMZN,-12000.0,2021-07-20,Amazon,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724.0,1994,,178.6595001220703,0.0,179.60000610351562,175.89999389648438,178.36599731445312,0.0,65114000.0,-0.3591926019728233,0.2248503418463752,699072006102.0,4310.31122367388,208773.24172380497,11078099.304748146
12,CCL,13000.0,2021-07-20,Carnival,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1998-12-22,815097.0,1972,,21.190000534057617,0.0,21.3799991607666,19.6200008392334,19.920000076293945,0.0,68222400.0,-0.8933383281824392,-0.058471022947666464,699355735949.0,-11613.398266371709,-337167.9496789576,11066485.906481775
13,TSLA,11000.0,2021-07-20,Tesla,reports,Consumer Discretionary,Automobile Manufacturers,"Palo Alto, California",2020-12-21,1318605.0,2003,,660.5,0.0,662.3900146484375,640.5,651.989990234375,0.0,15487100.0,2.64904422188744,1.0391131581673339,700965012974.0,29139.48644076184,2054802.3969432446,11095625.392922536
0,A,1000.0,2021-07-21,Agilent Technologies,reports,Health Care,Health Care Equipment,"Santa Clara, California",2000-06-05,1090872.0,1999,,148.336181640625,0.0,149.29223221599966,146.99175403901768,148.8739648379946,0.0,2255700.0,-0.25534814268291167,0.936180349035509,701220330244.0,-255.34814268291169,-78660.0984373141,11095370.044779852
1,AAL,2000.0,2021-07-21,American Airlines Group,reports,Industrials,Airlines,"Fort Worth, Texas",2015-03-23,6201.0,1934,,21.399999618530273,0.0,21.549999237060547,20.75,20.790000915527344,0.0,52282600.0,-0.8557331098735156,0.7017772832264744,701272612844.0,-1711.4662197470311,-448087.5662672398,11093658.578560105
2,AAP,3000.0,2021-07-21,Advance Auto Parts,reports,Consumer Discretionary,Automotive Retail,"Raleigh, North Carolina",2015-07-09,1158449.0,1932,,206.01318359375,0.0,208.77774760197272,205.6983670414797,207.64633855638812,0.0,620400.0,8.626784451685833,1.935546313896078,701273233244.0,25880.353355057498,6352264.582463186,11119538.931915162
3,AAPL,-4000.0,2021-07-21,Apple,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,320193.0,1977,,144.5740203857422,0.0,145.29988439983805,143.80840544741798,144.70328675002665,0.0,74993500.0,-0.29822927900169466,2.057053677225546,701348226744.0,1192.9171160067785,223877.3597907096,11120731.849031169
4,ABBV,5000.0,2021-07-21,AbbVie,reports,Health Care,Pharmaceuticals,"North Chicago, Illinois",2012-12-31,1551152.0,2013 (1888),,113.43742370605469,0.0,113.5149961632931,112.27386643834505,113.09805345278242,0.0,4133800.0,-0.21536785514168474,1.400421212997369,701352360544.0,-1076.8392757084237,-199545.2114271359,11119655.00975546
5,ABC,-6000.0,2021-07-21,AmerisourceBergen,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",2001-08-30,1140859.0,1985,,116.61929321289062,0.0,116.8165821869044,115.1100107360187,115.22838110999018,0.0,1620500.0,0.02804955721738686,1.4571007529774287,701353981044.0,-168.29734330432117,-55337.60127611136,11119486.712412156
6,ABMD,7000.0,2021-07-21,Abiomed,reports,Health Care,Health Care Equipment,"Danvers, Massachusetts",2018-05-31,815094.0,1981,,322.8500061035156,0.0,325.1700134277344,318.5,325.1700134277344,0.0,133500.0,1.7684099020746689,1.9819293553670654,701354114544.0,12378.869314522683,2007498.5523428435,11131865.58172668
7,ABT,-8000.0,2021-07-21,Abbott,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,,117.63693237304688,0.0,117.94343061482876,115.90668673643138,117.87422109109504,0.0,4285300.0,-0.6356297656834212,0.12944651189321482,701358399844.0,5085.038125467369,674786.1810456704,11136950.619852146
8,ACN,9000.0,2021-07-21,Accenture,reports,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",2011-07-06,1467373.0,1989,,311.1058654785156,0.0,311.3834868751314,309.3013415297447,309.95571104726105,0.0,1180300.0,1.6446274924268307,0.5180178661789199,701359580144.0,14801.647431841477,1427589.562400924,11151752.267283987
9,ADBE,-10000.0,2021-07-21,Adobe,reports,Information Technology,Application Software,"San Jose, California",1997-05-05,796343.0,1982,,612.260009765625,0.0,612.5800170898438,603.3200073242188,605.719970703125,0.0,1381000.0,0.9680117853898402,0.7546937942852249,701360961144.0,-9680.117853898402,-781194.2861252027,11142072.149430089
10,ADI,-14000.0,2021-07-21,Analog Devices,reports,Information Technology,Semiconductors,"Wilmington, Massachusetts",1999-10-12,6281.0,1965,,161.971923828125,0.0,161.971923828125,157.98256669446582,158.48368774062664,0.0,2076000.0,-0.7354523874748436,0.6019934053467788,701363037144.0,10296.333424647812,102769.319356336,11152368.482854737
11,AMZN,-12000.0,2021-07-21,Amazon,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724.0,1994,,179.25999450683594,0.0,179.32249450683594,177.1820068359375,178.81900024414062,0.0,46380000.0,-0.35075278080259187,0.21455065061133533,701491626644.0,4209.033369631103,212982.27509343607,11156577.516224368
12,CCL,13000.0,2021-07-21,Carnival,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1998-12-22,815097.0,1972,,23.190000534057617,0.0,23.360000610351562,21.670000076293945,21.739999771118164,0.0,76771400.0,-0.8820057765761673,-0.07117458400510826,701762326022.0,-11466.075095490174,-348634.0247744478,11145111.441128878
13,TSLA,11000.0,2021-07-21,Tesla,reports,Consumer Discretionary,Automobile Manufacturers,"Palo Alto, California",2020-12-21,1318605.0,2003,,655.2899780273438,0.0,664.8599853515625,650.2899780273438,659.6099853515625,0.0,13953300.0,2.6700228216946678,1.0285980868621474,703096207137.0,29370.251038641345,2084172.647981886,11174481.692167519
0,A,1000.0,2021-07-22,Agilent Technologies,reports,Health Care,Health Care Equipment,"Santa Clara, California",2000-06-05,1090872.0,1999,,149.68063354492188,0.0,149.87980632810294,148.05734572997304,149.09306851596946,0.0,1972800.0,-0.24074486875244777,0.9147417134967346,703333103936.0,-240.74486875244776,-78900.84330606654,11174240.947298767
1,AAL,2000.0,2021-07-22,American Airlines Group,reports,Industrials,Airlines,"Fort Worth, Texas",2015-03-23,6201.0,1934,,21.15999984741211,0.0,21.6200008392334,20.59000015258789,21.059999465942383,0.0,39028300.0,-0.8586323471094769,0.6745040910390847,703372132236.0,-1717.2646942189538,-449804.83096145873,11172523.682604548
2,AAP,3000.0,2021-07-22,Advance Auto Parts,reports,Consumer Discretionary,Automotive Retail,"Raleigh, North Carolina",2015-07-09,1158449.0,1932,,206.8887939453125,0.0,207.20362551825946,204.32100709994683,206.46575590766008,0.0,450400.0,8.777353281532053,1.9371618502797818,703372582636.0,26332.05984459616,6378596.642307783,11198855.742449144
3,AAPL,-4000.0,2021-07-22,Apple,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,320193.0,1977,,145.966064453125,0.0,147.35810529154494,144.98168296388766,145.11094931749352,0.0,77338200.0,-0.2944709006728097,2.059392401257563,703449920836.0,1177.8836026912386,225055.24339340083,11200033.626051836
4,ABBV,5000.0,2021-07-22,AbbVie,reports,Health Care,Pharmaceuticals,"North Chicago, Illinois",2012-12-31,1551152.0,2013 (1888),,113.9707260131836,0.0,114.32949308249076,112.85564597404966,113.09805435656935,0.0,6257000.0,-0.21919710283218788,1.4328616124331937,703456177836.0,-1095.9855141609394,-200641.19694129683,11198937.640537675
5,ABC,-6000.0,2021-07-22,AmerisourceBergen,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",2001-08-30,1140859.0,1985,,118.21734619140625,0.0,118.42450938528486,116.01754491483955,116.61928603245087,0.0,959100.0,0.037260622326222854,1.4884627106489279,703457136936.0,-223.56373395733712,-55561.1650100687,11198714.076803718
6,ABMD,7000.0,2021-07-22,Abiomed,reports,Health Care,Health Care Equipment,"Danvers, Massachusetts",2018-05-31,815094.0,1981,,323.5400085449219,0.0,323.989990234375,319.5199890136719,323.989990234375,0.0,106500.0,1.7368234778428941,2.007553875639402,703457243436.0,12157.764344900259,2019656.3166877436,11210871.841148619
7,ABT,-8000.0,2021-07-22,Abbott,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,,116.91516876220703,0.0,117.40952465549333,114.55214819576037,116.6679908155639,0.0,6958000.0,-0.6386376779551394,0.12435568374196357,703464201436.0,5109.101423641115,679895.2824693115,11215980.94257226
8,ACN,9000.0,2021-07-22,Accenture,reports,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",2011-07-06,1467373.0,1989,,311.59173583984375,0.0,312.3254430710165,310.1143663428953,312.0973850290605,0.0,1274800.0,1.6651095759318286,0.5162717790628912,703465476236.0,14985.986183386458,1442575.5485843106,11230966.928755647
9,ADBE,-10000.0,2021-07-22,Adobe,reports,Information Technology,Application Software,"San Jose, California",1997-05-05,796343.0,1982,,623.6799926757812,0.0,623.9500122070312,614.5800170898438,614.5800170898438,0.0,1477900.0,1.0015934986040482,0.7604298993501385,703466954136.0,-10015.934986040482,-791210.2211112431,11220950.993769607
10,ADI,-14000.0,2021-07-22,Analog Devices,reports,Information Technology,Semiconductors,"Wilmington, Massachusetts",1999-10-12,6281.0,1965,,159.2010040283203,0.0,160.19342555227593,158.03170654361318,159.43681865158894,0.0,3250900.0,-0.7447392799225474,0.6040299189003845,703470205036.0,10426.349918915663,113195.66927525165,11231377.343688522
11,AMZN,-12000.0,2021-07-22,Amazon,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724.0,1994,,181.90150451660156,0.0,182.00100708007812,179.11349487304688,179.3614959716797,0.0,65308000.0,-0.3443206175139388,0.2111140086010721,703619439136.0,4131.8474101672655,217114.12250360334,11235509.191098688
12,CCL,13000.0,2021-07-22,Carnival,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1998-12-22,815097.0,1972,,22.709999084472656,0.0,22.8799991607666,22.190000534057617,22.760000228881836,0.0,40877000.0,-0.8789903296985991,-0.0926206354957313,703839727323.0,-11426.87428608179,-360060.8990605296,11224082.316812607
13,TSLA,11000.0,2021-07-22,Tesla,reports,Consumer Discretionary,Automobile Manufacturers,"Palo Alto, California",2020-12-21,1318605.0,2003,,649.260009765625,0.0,662.1699829101562,644.5999755859375,656.4400024414062,0.0,15105700.0,2.610935924455146,1.027097611757749,705013800391.0,28720.295169006607,2112892.943150893,11252802.611981614
0,A,1000.0,2021-07-23,Agilent Technologies,reports,Health Care,Health Care Equipment,"Santa Clara, California",2000-06-05,1090872.0,1999,,151.68234252929688,0.0,151.78193651716126,149.81008496799126,149.96942927021067,0.0,2132000.0,-0.24018299225603262,0.9428516832511435,705218206417.0,-240.18299225603263,-79141.02629832257,11252562.428989358
1,AAL,2000.0,2021-07-23,American Airlines Group,reports,Industrials,Airlines,"Fort Worth, Texas",2015-03-23,6201.0,1934,,21.200000762939453,0.0,21.690000534057617,21.020000457763672,21.350000381469727,0.0,29379200.0,-0.8602342210079941,0.7115728551765615,705247585617.0,-1720.468442015988,-451525.2994034747,11250841.960547343
2,AAP,3000.0,2021-07-23,Advance Auto Parts,reports,Consumer Discretionary,Automotive Retail,"Raleigh, North Carolina",2015-07-09,1158449.0,1932,,211.4734344482422,0.0,211.6111695130012,207.17411884426843,207.17411884426843,0.0,360300.0,8.975161643292349,2.00662044172322,705247945917.0,26925.484929877046,6405522.12723766,11277767.44547722
3,AAPL,-4000.0,2021-07-23,Apple,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,320193.0,1977,,147.71604919433594,0.0,147.875143898239,146.08536640959477,146.71179232364676,0.0,71447400.0,-0.301491227114443,2.1280134454346937,705319393317.0,1205.964908457772,226261.2083018586,11278973.410385678
4,ABBV,5000.0,2021-07-23,AbbVie,reports,Health Care,Pharmaceuticals,"North Chicago, Illinois",2012-12-31,1551152.0,2013 (1888),,114.60098266601562,0.0,115.06640259084163,113.99980724892266,114.3973605241897,0.0,4411100.0,-0.22418055931589378,1.4698145287197648,705323804417.0,-1120.902796579469,-201762.0997378763,11277852.507589098
5,ABC,-6000.0,2021-07-23,AmerisourceBergen,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",2001-08-30,1140859.0,1985,,119.66743469238281,0.0,120.90050942963379,118.28639700753448,118.4245007760193,0.0,956700.0,0.04420949898075891,1.5266930269671233,705324761117.0,-265.2569938845535,-55826.42200395325,11277587.250595214
6,ABMD,7000.0,2021-07-23,Abiomed,reports,Health Care,Health Care Equipment,"Danvers, Massachusetts",2018-05-31,815094.0,1981,,328.5199890136719,0.0,328.8399963378906,323.8399963378906,327.44000244140625,0.0,148000.0,1.7452747680115779,2.047794824771038,705324909117.0,12216.923376081046,2031873.2400638247,11289804.173971295
7,ABT,-8000.0,2021-07-23,Abbott,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,,119.43638610839844,0.0,119.7329951166017,117.92365074780002,118.27958759226173,0.0,4736100.0,-0.6364410382851075,0.1254742884555462,705329645217.0,5091.528306280859,684986.8107755923,11294895.702277577
8,ACN,9000.0,2021-07-23,Accenture,reports,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",2011-07-06,1467373.0,1989,,315.9444274902344,0.0,316.09314783123386,312.86084813914977,313.31693393770234,0.0,1221000.0,1.6452946022955566,0.5148314543375461,705330866217.0,14807.65142066001,1457383.2000049707,11309703.353698237
9,ADBE,-10000.0,2021-07-23,Adobe,reports,Information Technology,Application Software,"San Jose, California",1997-05-05,796343.0,1982,,625.8699951171875,0.0,631.6400146484375,622.0,625.760009765625,0.0,2030400.0,0.9809496248720282,0.7558574911751305,705332896617.0,-9809.496248720281,-801019.7173599635,11299893.857449517
10,ADI,-14000.0,2021-07-23,Analog Devices,reports,Information Technology,Semiconductors,"Wilmington, Massachusetts",1999-10-12,6281.0,1965,,160.70437622070312,0.0,160.98932387760667,158.85708177651625,160.3899367436928,0.0,2178700.0,-0.7432304192972009,0.5983695075195385,705335075317.0,10405.225870160813,123600.89514541246,11310299.083319677
11,AMZN,-12000.0,2021-07-23,Amazon,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724.0,1994,,182.83200073242188,0.0,183.3054962158203,181.1020050048828,182.0,0.0,48726000.0,-0.34942225901795215,0.21129917424831907,705456835917.0,4193.067108215426,221307.18961181876,11314492.150427893
12,CCL,13000.0,2021-07-23,Carnival,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1998-12-22,815097.0,1972,,21.959999084472656,0.0,22.799999237060547,21.889999389648438,22.709999084472656,0.0,32632400.0,-0.88384561383912,-0.09421318226281361,705657114305.0,-11489.99297990856,-371550.89204043814,11303002.157447984
13,TSLA,11000.0,2021-07-23,Tesla,reports,Consumer Discretionary,Automobile Manufacturers,"Palo Alto, California",2020-12-21,1318605.0,2003,,643.3800048828125,0.0,648.7999877929688,637.2999877929688,646.3599853515625,0.0,14604900.0,2.477577736008096,1.0081972248777638,706793296482.0,27253.355096089057,2140146.298246982,11330255.512544073
0,A,1000.0,2021-07-26,Agilent Technologies,reports,Health Care,Health Care Equipment,"Santa Clara, California",2000-06-05,1090872.0,1999,,149.63082885742188,0.0,151.54291483029388,149.15281116318098,151.10472561227786,0.0,1767700.0,-0.261688451268584,0.9489966622047368,707004326610.0,-261.688451268584,-79402.71474959115,11329993.824092805
1,AAL,2000.0,2021-07-26,American Airlines Group,reports,Industrials,Airlines,"Fort Worth, Texas",2015-03-23,6201.0,1934,,22.079999923706055,0.0,22.110000610351562,20.940000534057617,21.030000686645508,0.0,31508800.0,-0.8524368267401277,0.7225223141596981,707035835410.0,-1704.8736534802554,-453230.173056955,11328288.950439325
2,AAP,3000.0,2021-07-26,Advance Auto Parts,reports,Consumer Discretionary,Automotive Retail,"Raleigh, North Carolina",2015-07-09,1158449.0,1932,,210.62733459472656,0.0,212.23097600588963,209.50577339621873,211.40456565161975,0.0,419400.0,8.539281491055977,1.920084478163827,707036254810.0,25617.84447316793,6431139.971710828,11353906.794912493
3,AAPL,-4000.0,2021-07-26,Apple,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,320193.0,1977,,148.1436309814453,0.0,148.9788555127441,146.86095064856494,147.42771990544412,0.0,72434100.0,-0.29665524531043297,2.04266612855546,707108688910.0,1186.620981241732,227447.82928310032,11355093.415893735
4,ABBV,5000.0,2021-07-26,AbbVie,reports,Health Care,Pharmaceuticals,"North Chicago, Illinois",2012-12-31,1551152.0,2013 (1888),,114.213134765625,0.0,114.87248586412277,113.70892118562956,114.5428066160155,0.0,3730100.0,-0.22903783302077993,1.3798926269433784,707112419010.0,-1145.1891651038995,-202907.2889029802,11353948.226728631
5,ABC,-6000.0,2021-07-26,AmerisourceBergen,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",2001-08-30,1140859.0,1985,,119.15447998046875,0.0,120.8314586277149,118.68097596564304,119.83513964987725,0.0,624800.0,0.043264246489546125,1.4408831664950044,707113043810.0,-259.5854789372768,-56086.00748289053,11353688.641249694
6,ABMD,7000.0,2021-07-26,Abiomed,reports,Health Care,Health Care Equipment,"Danvers, Massachusetts",2018-05-31,815094.0,1981,,325.0,0.0,327.1600036621094,318.010009765625,326.44000244140625,0.0,206400.0,1.7275516627933125,1.9568808644016922,707113250210.0,12092.861639553188,2043966.101703378,11365781.502889248
7,ABT,-8000.0,2021-07-26,Abbott,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,,118.17082977294922,0.0,119.12988141577667,117.04369893627658,118.88270346837876,0.0,4954800.0,-0.6363974468524639,0.12174507682000417,707118205010.0,5091.179574819711,690077.9903504121,11370872.682464067
8,ACN,9000.0,2021-07-26,Accenture,reports,Information Technology,IT Consulting & Other Services,"Dublin, Ireland",2011-07-06,1467373.0,1989,,316.2716369628906,0.0,317.0251634302526,314.15971738227796,316.0931422983535,0.0,1345800.0,1.67639346842675,0.5163548195674407,707119550810.0,15087.54121584075,1472470.7412208114,11385960.223679908
9,ADBE,-10000.0,2021-07-26,Adobe,reports,Information Technology,Application Software,"San Jose, California",1997-05-05,796343.0,1982,,620.7999877929688,0.0,625.8699951171875,619.72998046875,624.1799926757812,0.0,1389800.0,0.9628696197813326,0.7547363101278631,707120940610.0,-9628.696197813326,-810648.4135577768,11376331.527482094
10,ADI,-14000.0,2021-07-26,Analog Devices,reports,Information Technology,Semiconductors,"Wilmington, Massachusetts",1999-10-12,6281.0,1965,,161.0482635498047,0.0,161.4806102965099,158.46403366648642,158.46403366648642,0.0,1733600.0,-0.7405794672735837,0.5979675673752372,707122674210.0,10368.112541830173,133969.00768724264,11386699.640023924
11,AMZN,-12000.0,2021-07-26,Amazon,reports,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",2005-11-18,1018724.0,1994,,184.99099731445312,0.0,185.60400390625,182.3625030517578,183.6584930419922,0.0,58002000.0,-0.3402364262054064,0.21217292545129746,707251879810.0,4082.837114464877,225390.02672628363,11390782.477138389
12,CCL,13000.0,2021-07-26,Carnival,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",1998-12-22,815097.0,1972,,23.15999984741211,0.0,23.200000762939453,21.709999084472656,21.75,0.0,37050500.0,-0.8767273186371776,-0.10101403522965527,707446893862.0,-11397.455142283308,-382948.3471827214,11379385.021996105
13,TSLA,11000.0,2021-07-26,Tesla,reports,Consumer Discretionary,Automobile Manufacturers,"Palo Alto, California",2020-12-21,1318605.0,2003,,657.6199951171875,0.0,668.2000122070312,647.1099853515625,650.969970703125,0.0,25336600.0,2.5475541155348798,1.0082907945931523,708586716997.0,28023.095270883678,2168169.393517866,11407408.117266988
0,A,1000.0,2021-07-27,Agilent Technologies,reports,Health Care,Health Care Equipment,"Santa Clara, California",2000-06-05,1090872.0,1999,,149.33206176757812,0.0,149.38185875967974,148.2465572409425,148.67477794201753,0.0,2085700.0,-0.25299916610851275,0.9255098458674024,708810733065.0,-252.99916610851275,-79655.71391569966,11407155.11810088
1,AAL,2000.0,2021-07-27,American Airlines Group,reports,Industrials,Airlines,"Fort Worth, Texas",2015-03-23,6201.0,1934,,21.459999084472656,0.0,22.15999984741211,21.110000610351562,21.959999084472656,0.0,30301300.0,-0.8562934253337157,0.7001421026426756,708841034365.0,-1712.5868506674312,-454942.7599076224,11405442.531250212
2,AAP,3000.0,2021-07-27,Advance Auto Parts,reports,Consumer Discretionary,Automotive Retail,"Raleigh, North Carolina",2015-07-09,1158449.0,1932,,211.8866424560547,0.0,214.1691264303645,208.98435818809742,214.1691264303645,0.0,703100.0,8.873562511443204,1.9674178801747277,708841737465.0,26620.687534329612,6457760.659245158,11432063.218784543
3,AAPL,-4000.0,2021-07-27,Apple,reports,Information Technology,"Technology Hardware, Storage & Peripherals","Cupertino, California",1982-11-30,320193.0,1977,,145.93624877929688,0.0,148.36239031329947,144.7231780122956,148.27289004496342,0.0,104818600.0,-0.31125319138716323,2.0867486611686723,708946556065.0,1245.0127655486529,228692.84204864898,11433308.231550092
4,ABBV,5000.0,2021-07-27,AbbVie,reports,Health Care,Pharmaceuticals,"North Chicago, Illinois",2012-12-31,1551152.0,2013 (1888),,114.37796783447266,0.0,114.7076470743469,113.21441058275362,114.21313191339384,0.0,3773100.0,-0.2162470339535081,1.4473539389322283,708950329165.0,-1081.2351697675406,-203988.52407274774,11432226.996380324
5,ABC,-6000.0,2021-07-27,AmerisourceBergen,reports,Health Care,Health Care Distributors,"Chesterbrook, Pennsylvania",2001-08-30,1140859.0,1985,,119.76609802246094,0.0,120.11135747633558,118.108845117771,118.78949731938341,0.0,552100.0,0.0471081126024722,1.5073753946744253,708950881265.0,-282.64867561483317,-56368.65615850536,11431944.347704709
6,ABMD,7000.0,2021-07-27,Abiomed,reports,Health Care,Health Care Equipment,"Danvers, Massachusetts",2018-05-31,815094.0,1981,,321.9599914550781,0.0,326.0199890136719,316.75,326.0199890136719,0.0,146500.0,1.688239800504294,2.0162820398420274,708951027765.0,11817.678603530057,2055783.780306908,11443762.026308239
7,ABT,-8000.0,2021-07-27,Abbott,reports,Health Care,Health Care Equipment,"North Chicago, Illinois",1964-03-31,1800.0,1888,,118.45755767822266,0.0,119.86153415921699,118.24992910658257,118.24992910658257,0.0,5630800.0,-0.6320736711947932,0.11515480331442803,708956658565.0,5056.589369558345,695134.5797199705,11448818.615677796
